Entity,Code,Date,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19
Laos,LAO,2020-06-03,0,0
Laos,LAO,2020-06-04,0,0
Laos,LAO,2020-06-05,0,0
Laos,LAO,2020-06-06,0,0
Laos,LAO,2020-06-07,0,0
Laos,LAO,2020-06-08,0,0
Laos,LAO,2020-06-09,0,0
Laos,LAO,2020-06-10,0,0
Laos,LAO,2020-06-11,0,0
Laos,LAO,2020-06-12,0,0
Laos,LAO,2020-06-13,0,0
Laos,LAO,2020-06-14,0,0
Laos,LAO,2020-06-15,0,0
Laos,LAO,2020-06-16,0,0
Laos,LAO,2020-06-17,0,0
Laos,LAO,2020-06-18,0,0
Laos,LAO,2020-06-19,0,0
Laos,LAO,2020-06-20,0,0
Laos,LAO,2020-06-21,0,0
Laos,LAO,2020-06-22,0,0
Laos,LAO,2020-06-23,0,0
Laos,LAO,2020-06-24,0,0
Laos,LAO,2020-06-25,0,0
Laos,LAO,2020-06-26,0,0
Laos,LAO,2020-06-27,0,0
Laos,LAO,2020-06-28,0,0
Laos,LAO,2020-06-29,0,0
Laos,LAO,2020-06-30,0,0
Laos,LAO,2020-07-01,0,0
Laos,LAO,2020-07-02,0,0
Laos,LAO,2020-07-03,0,0
Laos,LAO,2020-07-04,0,0
Laos,LAO,2020-07-05,0,0
Laos,LAO,2020-07-06,0,0
Laos,LAO,2020-07-07,0,0
Laos,LAO,2020-07-08,0,0
Laos,LAO,2020-07-09,0,0
Laos,LAO,2020-07-10,0,0
Laos,LAO,2020-07-11,0,0
Laos,LAO,2020-07-12,0,0
Laos,LAO,2020-07-13,0,0
Laos,LAO,2020-07-14,0,0
Laos,LAO,2020-07-15,0,0
Laos,LAO,2020-07-16,0,0
Laos,LAO,2020-07-17,0,0
Laos,LAO,2020-07-18,0,0
Laos,LAO,2020-07-19,0,0
Laos,LAO,2020-07-20,0,0
Laos,LAO,2020-07-21,0,0
Laos,LAO,2020-07-22,0,0
Laos,LAO,2020-07-23,0,0
Laos,LAO,2020-07-24,1,0
Laos,LAO,2020-07-25,0,0
Laos,LAO,2020-07-26,0,0
Laos,LAO,2020-07-27,0,0
Laos,LAO,2020-07-28,0,0
Laos,LAO,2020-07-29,0,0
Laos,LAO,2020-07-30,0,0
Laos,LAO,2020-07-31,0,0
Laos,LAO,2020-08-01,0,0
Laos,LAO,2020-08-02,0,0
Laos,LAO,2020-08-03,0,0
Laos,LAO,2020-08-04,0,0
Laos,LAO,2020-08-05,0,0
Laos,LAO,2020-08-06,0,0
Laos,LAO,2020-08-07,0,0
Laos,LAO,2020-08-08,0,0
Laos,LAO,2020-08-09,0,0
Laos,LAO,2020-08-10,0,0
Laos,LAO,2020-08-11,0,0
Laos,LAO,2020-08-12,0,0
Laos,LAO,2020-08-13,0,0
Laos,LAO,2020-08-14,2,0
Laos,LAO,2020-08-15,0,0
Laos,LAO,2020-08-16,0,0
Laos,LAO,2020-08-17,0,0
Laos,LAO,2020-08-18,0,0
Laos,LAO,2020-08-19,0,0
Laos,LAO,2020-08-20,0,0
Laos,LAO,2020-08-21,0,0
Laos,LAO,2020-08-22,0,0
Laos,LAO,2020-08-23,0,0
Laos,LAO,2020-08-24,0,0
Laos,LAO,2020-08-25,0,0
Laos,LAO,2020-08-26,0,0
Laos,LAO,2020-08-27,0,0
Laos,LAO,2020-08-28,0,0
Laos,LAO,2020-08-29,0,0
Laos,LAO,2020-08-30,0,0
Laos,LAO,2020-08-31,0,0
Laos,LAO,2020-09-01,0,0
Laos,LAO,2020-09-02,0,0
Laos,LAO,2020-09-03,0,0
Laos,LAO,2020-09-04,0,0
Laos,LAO,2020-09-05,0,0
Laos,LAO,2020-09-06,0,0
Laos,LAO,2020-09-07,0,0
Laos,LAO,2020-09-08,0,0
Laos,LAO,2020-09-09,0,0
Laos,LAO,2020-09-10,0,0
Laos,LAO,2020-09-11,1,0
Laos,LAO,2020-09-12,0,0
Laos,LAO,2020-09-13,0,0
Laos,LAO,2020-09-14,0,0
Laos,LAO,2020-09-15,0,0
Laos,LAO,2020-09-16,0,0
Laos,LAO,2020-09-17,0,0
Laos,LAO,2020-09-18,0,0
Laos,LAO,2020-09-19,0,0
Laos,LAO,2020-09-20,0,0
Laos,LAO,2020-09-21,0,0
Laos,LAO,2020-09-22,0,0
Laos,LAO,2020-09-23,0,0
Laos,LAO,2020-09-24,0,0
Laos,LAO,2020-09-25,0,0
Laos,LAO,2020-09-26,0,0
Laos,LAO,2020-09-27,0,0
Laos,LAO,2020-09-28,0,0
Laos,LAO,2020-09-29,0,0
Laos,LAO,2020-09-30,0,0
Laos,LAO,2020-10-01,0,0
Laos,LAO,2020-10-02,0,0
Laos,LAO,2020-10-03,0,0
Laos,LAO,2020-10-04,0,0
Laos,LAO,2020-10-05,0,0
Laos,LAO,2020-10-06,0,0
Laos,LAO,2020-10-07,0,0
Laos,LAO,2020-10-08,0,0
Laos,LAO,2020-10-09,0,0
Laos,LAO,2020-10-10,0,0
Laos,LAO,2020-10-11,0,0
Laos,LAO,2020-10-12,0,0
Laos,LAO,2020-10-13,0,0
Laos,LAO,2020-10-14,0,0
Laos,LAO,2020-10-15,0,0
Laos,LAO,2020-10-16,0,0
Laos,LAO,2020-10-17,0,0
Laos,LAO,2020-10-18,0,0
Laos,LAO,2020-10-19,0,0
Laos,LAO,2020-10-20,0,0
Laos,LAO,2020-10-21,1,0
Laos,LAO,2020-10-22,0,0
Laos,LAO,2020-10-23,0,0
Laos,LAO,2020-10-24,0,0
Laos,LAO,2020-10-25,0,0
Laos,LAO,2020-10-26,0,0
Laos,LAO,2020-10-27,0,0
Laos,LAO,2020-10-28,0,0
Laos,LAO,2020-10-29,0,0
Laos,LAO,2020-10-30,0,0
Laos,LAO,2020-10-31,0,0
Laos,LAO,2020-11-01,0,0
Laos,LAO,2020-11-02,0,0
Laos,LAO,2020-11-03,0,0
Laos,LAO,2020-11-04,0,0
Laos,LAO,2020-11-05,0,0
Laos,LAO,2020-11-06,0,0
Laos,LAO,2020-11-07,0,0
Laos,LAO,2020-11-08,0,0
Laos,LAO,2020-11-09,0,0
Laos,LAO,2020-11-10,0,0
Laos,LAO,2020-11-11,0,0
Laos,LAO,2020-11-12,0,0
Laos,LAO,2020-11-13,0,0
Laos,LAO,2020-11-14,0,0
Laos,LAO,2020-11-15,0,0
Laos,LAO,2020-11-16,0,0
Laos,LAO,2020-11-17,1,0
Laos,LAO,2020-11-18,0,0
Laos,LAO,2020-11-19,0,0
Laos,LAO,2020-11-20,0,0
Laos,LAO,2020-11-21,0,0
Laos,LAO,2020-11-22,0,0
Laos,LAO,2020-11-23,14,0
Laos,LAO,2020-11-24,0,0
Laos,LAO,2020-11-25,0,0
Laos,LAO,2020-11-26,0,0
Laos,LAO,2020-11-27,0,0
Laos,LAO,2020-11-28,0,0
Laos,LAO,2020-11-29,0,0
Laos,LAO,2020-11-30,0,0
Laos,LAO,2020-12-01,0,0
Laos,LAO,2020-12-02,0,0
Laos,LAO,2020-12-03,0,0
Laos,LAO,2020-12-04,0,0
Laos,LAO,2020-12-05,0,0
Laos,LAO,2020-12-06,0,0
Laos,LAO,2020-12-07,2,0
Laos,LAO,2020-12-08,0,0
Laos,LAO,2020-12-09,0,0
Latvia,LVA,2020-01-23,0,0
Latvia,LVA,2020-01-24,0,0
Latvia,LVA,2020-01-25,0,0
Latvia,LVA,2020-01-26,0,0
Latvia,LVA,2020-01-27,0,0
Latvia,LVA,2020-01-28,0,0
Latvia,LVA,2020-01-29,0,0
Latvia,LVA,2020-01-30,0,0
Latvia,LVA,2020-01-31,0,0
Latvia,LVA,2020-02-01,0,0
Latvia,LVA,2020-02-02,0,0
Latvia,LVA,2020-02-03,0,0
Latvia,LVA,2020-02-04,0,0
Latvia,LVA,2020-02-05,0,0
Latvia,LVA,2020-02-06,0,0
Latvia,LVA,2020-02-07,0,0
Latvia,LVA,2020-02-08,0,0
Latvia,LVA,2020-02-09,0,0
Latvia,LVA,2020-02-10,0,0
Latvia,LVA,2020-02-11,0,0
Latvia,LVA,2020-02-12,0,0
Latvia,LVA,2020-02-13,0,0
Latvia,LVA,2020-02-14,0,0
Latvia,LVA,2020-02-15,0,0
Latvia,LVA,2020-02-16,0,0
Latvia,LVA,2020-02-17,0,0
Latvia,LVA,2020-02-18,0,0
Latvia,LVA,2020-02-19,0,0
Latvia,LVA,2020-02-20,0,0
Latvia,LVA,2020-02-21,0,0
Latvia,LVA,2020-02-22,0,0
Latvia,LVA,2020-02-23,0,0
Latvia,LVA,2020-02-24,0,0
Latvia,LVA,2020-02-25,0,0
Latvia,LVA,2020-02-26,0,0
Latvia,LVA,2020-02-27,0,0
Latvia,LVA,2020-02-28,0,0
Latvia,LVA,2020-02-29,0,0
Latvia,LVA,2020-03-01,0,0
Latvia,LVA,2020-03-02,1,0
Latvia,LVA,2020-03-03,0,0
Latvia,LVA,2020-03-04,0,0
Latvia,LVA,2020-03-05,0,0
Latvia,LVA,2020-03-06,0,0
Latvia,LVA,2020-03-07,0,0
Latvia,LVA,2020-03-08,1,0
Latvia,LVA,2020-03-09,4,0
Latvia,LVA,2020-03-10,2,0
Latvia,LVA,2020-03-11,2,0
Latvia,LVA,2020-03-12,0,0
Latvia,LVA,2020-03-13,7,0
Latvia,LVA,2020-03-14,9,0
Latvia,LVA,2020-03-15,4,0
Latvia,LVA,2020-03-16,4,0
Latvia,LVA,2020-03-17,15,0
Latvia,LVA,2020-03-18,22,0
Latvia,LVA,2020-03-19,15,0
Latvia,LVA,2020-03-20,25,0
Latvia,LVA,2020-03-21,13,0
Latvia,LVA,2020-03-22,15,0
Latvia,LVA,2020-03-23,41,0
Latvia,LVA,2020-03-24,17,0
Latvia,LVA,2020-03-25,24,0
Latvia,LVA,2020-03-26,23,0
Latvia,LVA,2020-03-27,36,0
Latvia,LVA,2020-03-28,25,0
Latvia,LVA,2020-03-29,42,0
Latvia,LVA,2020-03-30,29,0
Latvia,LVA,2020-03-31,22,0
Latvia,LVA,2020-04-01,48,0
Latvia,LVA,2020-04-02,12,0
Latvia,LVA,2020-04-03,35,1
Latvia,LVA,2020-04-04,16,0
Latvia,LVA,2020-04-05,24,0
Latvia,LVA,2020-04-06,9,0
Latvia,LVA,2020-04-07,6,1
Latvia,LVA,2020-04-08,29,0
Latvia,LVA,2020-04-09,12,1
Latvia,LVA,2020-04-10,23,0
Latvia,LVA,2020-04-11,18,0
Latvia,LVA,2020-04-12,21,2
Latvia,LVA,2020-04-13,4,0
Latvia,LVA,2020-04-14,2,0
Latvia,LVA,2020-04-15,9,0
Latvia,LVA,2020-04-16,9,0
Latvia,LVA,2020-04-17,7,0
Latvia,LVA,2020-04-18,30,0
Latvia,LVA,2020-04-19,15,0
Latvia,LVA,2020-04-20,12,0
Latvia,LVA,2020-04-21,9,4
Latvia,LVA,2020-04-22,13,2
Latvia,LVA,2020-04-23,17,0
Latvia,LVA,2020-04-24,6,1
Latvia,LVA,2020-04-25,20,0
Latvia,LVA,2020-04-26,8,0
Latvia,LVA,2020-04-27,6,1
Latvia,LVA,2020-04-28,18,0
Latvia,LVA,2020-04-29,13,2
Latvia,LVA,2020-04-30,9,0
Latvia,LVA,2020-05-01,12,1
Latvia,LVA,2020-05-02,1,0
Latvia,LVA,2020-05-03,8,0
Latvia,LVA,2020-05-04,17,0
Latvia,LVA,2020-05-05,0,1
Latvia,LVA,2020-05-06,4,0
Latvia,LVA,2020-05-07,9,1
Latvia,LVA,2020-05-08,19,0
Latvia,LVA,2020-05-09,2,0
Latvia,LVA,2020-05-10,9,0
Latvia,LVA,2020-05-11,7,0
Latvia,LVA,2020-05-12,4,0
Latvia,LVA,2020-05-13,1,1
Latvia,LVA,2020-05-14,11,0
Latvia,LVA,2020-05-15,8,0
Latvia,LVA,2020-05-16,27,0
Latvia,LVA,2020-05-17,11,0
Latvia,LVA,2020-05-18,1,0
Latvia,LVA,2020-05-19,3,2
Latvia,LVA,2020-05-20,4,0
Latvia,LVA,2020-05-21,9,1
Latvia,LVA,2020-05-22,5,0
Latvia,LVA,2020-05-23,16,0
Latvia,LVA,2020-05-24,1,0
Latvia,LVA,2020-05-25,2,0
Latvia,LVA,2020-05-26,4,0
Latvia,LVA,2020-05-27,4,1
Latvia,LVA,2020-05-28,4,1
Latvia,LVA,2020-05-29,3,0
Latvia,LVA,2020-05-30,1,0
Latvia,LVA,2020-05-31,1,0
Latvia,LVA,2020-06-01,0,0
Latvia,LVA,2020-06-02,5,0
Latvia,LVA,2020-06-03,8,0
Latvia,LVA,2020-06-04,3,1
Latvia,LVA,2020-06-05,3,0
Latvia,LVA,2020-06-06,1,0
Latvia,LVA,2020-06-07,2,0
Latvia,LVA,2020-06-08,0,1
Latvia,LVA,2020-06-09,1,0
Latvia,LVA,2020-06-10,3,0
Latvia,LVA,2020-06-11,2,0
Latvia,LVA,2020-06-12,2,1
Latvia,LVA,2020-06-13,1,1
Latvia,LVA,2020-06-14,0,0
Latvia,LVA,2020-06-15,0,0
Latvia,LVA,2020-06-16,1,0
Latvia,LVA,2020-06-17,6,2
Latvia,LVA,2020-06-18,4,0
Latvia,LVA,2020-06-19,2,0
Latvia,LVA,2020-06-20,1,0
Latvia,LVA,2020-06-21,0,0
Latvia,LVA,2020-06-22,0,0
Latvia,LVA,2020-06-23,0,0
Latvia,LVA,2020-06-24,0,0
Latvia,LVA,2020-06-25,0,0
Latvia,LVA,2020-06-26,1,0
Latvia,LVA,2020-06-27,3,0
Latvia,LVA,2020-06-28,1,0
Latvia,LVA,2020-06-29,1,0
Latvia,LVA,2020-06-30,1,0
Latvia,LVA,2020-07-01,3,0
Latvia,LVA,2020-07-02,1,0
Latvia,LVA,2020-07-03,0,0
Latvia,LVA,2020-07-04,1,0
Latvia,LVA,2020-07-05,1,0
Latvia,LVA,2020-07-06,3,0
Latvia,LVA,2020-07-07,7,0
Latvia,LVA,2020-07-08,7,0
Latvia,LVA,2020-07-09,13,0
Latvia,LVA,2020-07-10,11,0
Latvia,LVA,2020-07-11,8,0
Latvia,LVA,2020-07-12,0,0
Latvia,LVA,2020-07-13,1,1
Latvia,LVA,2020-07-14,0,0
Latvia,LVA,2020-07-15,4,0
Latvia,LVA,2020-07-16,1,0
Latvia,LVA,2020-07-17,6,0
Latvia,LVA,2020-07-18,4,0
Latvia,LVA,2020-07-19,3,0
Latvia,LVA,2020-07-20,0,0
Latvia,LVA,2020-07-21,1,0
Latvia,LVA,2020-07-22,4,0
Latvia,LVA,2020-07-23,6,0
Latvia,LVA,2020-07-24,2,0
Latvia,LVA,2020-07-25,1,0
Latvia,LVA,2020-07-26,13,0
Latvia,LVA,2020-07-27,0,0
Latvia,LVA,2020-07-28,1,0
Latvia,LVA,2020-07-29,4,0
Latvia,LVA,2020-07-30,4,0
Latvia,LVA,2020-07-31,3,1
Latvia,LVA,2020-08-01,7,0
Latvia,LVA,2020-08-02,5,0
Latvia,LVA,2020-08-03,3,0
Latvia,LVA,2020-08-04,3,0
Latvia,LVA,2020-08-05,8,0
Latvia,LVA,2020-08-06,18,0
Latvia,LVA,2020-08-07,6,0
Latvia,LVA,2020-08-08,7,0
Latvia,LVA,2020-08-09,2,0
Latvia,LVA,2020-08-10,0,0
Latvia,LVA,2020-08-11,3,0
Latvia,LVA,2020-08-12,10,0
Latvia,LVA,2020-08-13,4,0
Latvia,LVA,2020-08-14,1,0
Latvia,LVA,2020-08-15,7,0
Latvia,LVA,2020-08-16,7,0
Latvia,LVA,2020-08-17,1,0
Latvia,LVA,2020-08-18,0,1
Latvia,LVA,2020-08-19,3,0
Latvia,LVA,2020-08-20,1,0
Latvia,LVA,2020-08-21,3,0
Latvia,LVA,2020-08-22,3,0
Latvia,LVA,2020-08-23,4,0
Latvia,LVA,2020-08-24,0,0
Latvia,LVA,2020-08-25,5,0
Latvia,LVA,2020-08-26,18,0
Latvia,LVA,2020-08-27,6,1
Latvia,LVA,2020-08-28,9,0
Latvia,LVA,2020-08-29,6,0
Latvia,LVA,2020-08-30,12,0
Latvia,LVA,2020-08-31,3,0
Latvia,LVA,2020-09-01,8,0
Latvia,LVA,2020-09-02,2,0
Latvia,LVA,2020-09-03,4,0
Latvia,LVA,2020-09-04,6,1
Latvia,LVA,2020-09-05,9,0
Latvia,LVA,2020-09-06,3,0
Latvia,LVA,2020-09-07,1,0
Latvia,LVA,2020-09-08,3,0
Latvia,LVA,2020-09-09,11,0
Latvia,LVA,2020-09-10,5,0
Latvia,LVA,2020-09-11,11,0
Latvia,LVA,2020-09-12,5,0
Latvia,LVA,2020-09-13,10,0
Latvia,LVA,2020-09-14,3,0
Latvia,LVA,2020-09-15,5,0
Latvia,LVA,2020-09-16,4,0
Latvia,LVA,2020-09-17,8,1
Latvia,LVA,2020-09-18,4,0
Latvia,LVA,2020-09-19,17,0
Latvia,LVA,2020-09-20,10,0
Latvia,LVA,2020-09-21,1,0
Latvia,LVA,2020-09-22,34,0
Latvia,LVA,2020-09-23,12,0
Latvia,LVA,2020-09-24,22,0
Latvia,LVA,2020-09-25,31,0
Latvia,LVA,2020-09-26,29,0
Latvia,LVA,2020-09-27,22,0
Latvia,LVA,2020-09-28,21,0
Latvia,LVA,2020-09-29,32,1
Latvia,LVA,2020-09-30,95,0
Latvia,LVA,2020-10-01,44,0
Latvia,LVA,2020-10-02,77,1
Latvia,LVA,2020-10-03,74,0
Latvia,LVA,2020-10-04,67,0
Latvia,LVA,2020-10-05,40,1
Latvia,LVA,2020-10-06,68,1
Latvia,LVA,2020-10-07,67,0
Latvia,LVA,2020-10-08,109,0
Latvia,LVA,2020-10-09,137,0
Latvia,LVA,2020-10-10,89,0
Latvia,LVA,2020-10-11,74,0
Latvia,LVA,2020-10-12,95,0
Latvia,LVA,2020-10-13,75,1
Latvia,LVA,2020-10-14,102,0
Latvia,LVA,2020-10-15,114,0
Latvia,LVA,2020-10-16,148,1
Latvia,LVA,2020-10-17,188,1
Latvia,LVA,2020-10-18,58,1
Latvia,LVA,2020-10-19,44,0
Latvia,LVA,2020-10-20,115,3
Latvia,LVA,2020-10-21,188,0
Latvia,LVA,2020-10-22,161,2
Latvia,LVA,2020-10-23,250,1
Latvia,LVA,2020-10-24,259,4
Latvia,LVA,2020-10-25,211,2
Latvia,LVA,2020-10-26,79,4
Latvia,LVA,2020-10-27,136,3
Latvia,LVA,2020-10-28,251,0
Latvia,LVA,2020-10-29,251,1
Latvia,LVA,2020-10-30,284,5
Latvia,LVA,2020-10-31,215,2
Latvia,LVA,2020-11-01,242,3
Latvia,LVA,2020-11-02,132,3
Latvia,LVA,2020-11-03,171,2
Latvia,LVA,2020-11-04,313,6
Latvia,LVA,2020-11-05,367,3
Latvia,LVA,2020-11-06,357,7
Latvia,LVA,2020-11-07,404,1
Latvia,LVA,2020-11-08,215,3
Latvia,LVA,2020-11-09,92,2
Latvia,LVA,2020-11-10,208,2
Latvia,LVA,2020-11-11,453,2
Latvia,LVA,2020-11-12,533,2
Latvia,LVA,2020-11-13,455,9
Latvia,LVA,2020-11-14,395,5
Latvia,LVA,2020-11-15,316,2
Latvia,LVA,2020-11-16,89,3
Latvia,LVA,2020-11-17,278,6
Latvia,LVA,2020-11-18,442,5
Latvia,LVA,2020-11-19,366,4
Latvia,LVA,2020-11-20,380,5
Latvia,LVA,2020-11-21,642,7
Latvia,LVA,2020-11-22,376,0
Latvia,LVA,2020-11-23,116,9
Latvia,LVA,2020-11-24,457,13
Latvia,LVA,2020-11-25,580,9
Latvia,LVA,2020-11-26,898,4
Latvia,LVA,2020-11-27,637,2
Latvia,LVA,2020-11-28,753,3
Latvia,LVA,2020-11-29,414,4
Latvia,LVA,2020-11-30,100,9
Latvia,LVA,2020-12-01,612,4
Latvia,LVA,2020-12-02,690,14
Latvia,LVA,2020-12-03,930,11
Latvia,LVA,2020-12-04,686,7
Latvia,LVA,2020-12-05,794,11
Latvia,LVA,2020-12-06,526,9
Latvia,LVA,2020-12-07,207,10
Latvia,LVA,2020-12-08,584,16
Latvia,LVA,2020-12-09,712,5
Lebanon,LBN,2020-01-23,0,0
Lebanon,LBN,2020-01-24,0,0
Lebanon,LBN,2020-01-25,0,0
Lebanon,LBN,2020-01-26,0,0
Lebanon,LBN,2020-01-27,0,0
Lebanon,LBN,2020-01-28,0,0
Lebanon,LBN,2020-01-29,0,0
Lebanon,LBN,2020-01-30,0,0
Lebanon,LBN,2020-01-31,0,0
Lebanon,LBN,2020-02-01,0,0
Lebanon,LBN,2020-02-02,0,0
Lebanon,LBN,2020-02-03,0,0
Lebanon,LBN,2020-02-04,0,0
Lebanon,LBN,2020-02-05,0,0
Lebanon,LBN,2020-02-06,0,0
Lebanon,LBN,2020-02-07,0,0
Lebanon,LBN,2020-02-08,0,0
Lebanon,LBN,2020-02-09,0,0
Lebanon,LBN,2020-02-10,0,0
Lebanon,LBN,2020-02-11,0,0
Lebanon,LBN,2020-02-12,0,0
Lebanon,LBN,2020-02-13,0,0
Lebanon,LBN,2020-02-14,0,0
Lebanon,LBN,2020-02-15,0,0
Lebanon,LBN,2020-02-16,0,0
Lebanon,LBN,2020-02-17,0,0
Lebanon,LBN,2020-02-18,0,0
Lebanon,LBN,2020-02-19,0,0
Lebanon,LBN,2020-02-20,0,0
Lebanon,LBN,2020-02-21,1,0
Lebanon,LBN,2020-02-22,0,0
Lebanon,LBN,2020-02-23,0,0
Lebanon,LBN,2020-02-24,0,0
Lebanon,LBN,2020-02-25,0,0
Lebanon,LBN,2020-02-26,1,0
Lebanon,LBN,2020-02-27,0,0
Lebanon,LBN,2020-02-28,0,0
Lebanon,LBN,2020-02-29,2,0
Lebanon,LBN,2020-03-01,6,0
Lebanon,LBN,2020-03-02,3,0
Lebanon,LBN,2020-03-03,0,0
Lebanon,LBN,2020-03-04,0,0
Lebanon,LBN,2020-03-05,3,0
Lebanon,LBN,2020-03-06,6,0
Lebanon,LBN,2020-03-07,0,0
Lebanon,LBN,2020-03-08,10,0
Lebanon,LBN,2020-03-09,0,0
Lebanon,LBN,2020-03-10,9,1
Lebanon,LBN,2020-03-11,20,2
Lebanon,LBN,2020-03-12,0,0
Lebanon,LBN,2020-03-13,16,0
Lebanon,LBN,2020-03-14,16,0
Lebanon,LBN,2020-03-15,17,0
Lebanon,LBN,2020-03-16,0,0
Lebanon,LBN,2020-03-17,10,0
Lebanon,LBN,2020-03-18,13,0
Lebanon,LBN,2020-03-19,24,1
Lebanon,LBN,2020-03-20,6,0
Lebanon,LBN,2020-03-21,24,0
Lebanon,LBN,2020-03-22,61,0
Lebanon,LBN,2020-03-23,19,0
Lebanon,LBN,2020-03-24,51,0
Lebanon,LBN,2020-03-25,15,2
Lebanon,LBN,2020-03-26,35,0
Lebanon,LBN,2020-03-27,23,2
Lebanon,LBN,2020-03-28,21,0
Lebanon,LBN,2020-03-29,26,2
Lebanon,LBN,2020-03-30,8,1
Lebanon,LBN,2020-03-31,24,1
Lebanon,LBN,2020-04-01,9,2
Lebanon,LBN,2020-04-02,15,2
Lebanon,LBN,2020-04-03,14,1
Lebanon,LBN,2020-04-04,12,0
Lebanon,LBN,2020-04-05,7,1
Lebanon,LBN,2020-04-06,14,1
Lebanon,LBN,2020-04-07,7,0
Lebanon,LBN,2020-04-08,28,0
Lebanon,LBN,2020-04-09,6,0
Lebanon,LBN,2020-04-10,27,1
Lebanon,LBN,2020-04-11,10,0
Lebanon,LBN,2020-04-12,11,0
Lebanon,LBN,2020-04-13,2,0
Lebanon,LBN,2020-04-14,9,1
Lebanon,LBN,2020-04-15,17,0
Lebanon,LBN,2020-04-16,5,0
Lebanon,LBN,2020-04-17,5,0
Lebanon,LBN,2020-04-18,4,0
Lebanon,LBN,2020-04-19,1,0
Lebanon,LBN,2020-04-20,4,0
Lebanon,LBN,2020-04-21,0,0
Lebanon,LBN,2020-04-22,5,1
Lebanon,LBN,2020-04-23,6,0
Lebanon,LBN,2020-04-24,8,0
Lebanon,LBN,2020-04-25,8,2
Lebanon,LBN,2020-04-26,3,0
Lebanon,LBN,2020-04-27,3,0
Lebanon,LBN,2020-04-28,7,0
Lebanon,LBN,2020-04-29,4,0
Lebanon,LBN,2020-04-30,4,0
Lebanon,LBN,2020-05-01,4,0
Lebanon,LBN,2020-05-02,4,1
Lebanon,LBN,2020-05-03,4,0
Lebanon,LBN,2020-05-04,3,0
Lebanon,LBN,2020-05-05,1,0
Lebanon,LBN,2020-05-06,9,0
Lebanon,LBN,2020-05-07,34,0
Lebanon,LBN,2020-05-08,12,1
Lebanon,LBN,2020-05-09,13,0
Lebanon,LBN,2020-05-10,36,0
Lebanon,LBN,2020-05-11,14,0
Lebanon,LBN,2020-05-12,11,0
Lebanon,LBN,2020-05-13,8,0
Lebanon,LBN,2020-05-14,8,0
Lebanon,LBN,2020-05-15,5,0
Lebanon,LBN,2020-05-16,11,0
Lebanon,LBN,2020-05-17,9,0
Lebanon,LBN,2020-05-18,20,0
Lebanon,LBN,2020-05-19,23,0
Lebanon,LBN,2020-05-20,7,0
Lebanon,LBN,2020-05-21,63,0
Lebanon,LBN,2020-05-22,62,0
Lebanon,LBN,2020-05-23,11,0
Lebanon,LBN,2020-05-24,17,0
Lebanon,LBN,2020-05-25,5,0
Lebanon,LBN,2020-05-26,21,0
Lebanon,LBN,2020-05-27,21,0
Lebanon,LBN,2020-05-28,7,0
Lebanon,LBN,2020-05-29,4,0
Lebanon,LBN,2020-05-30,19,0
Lebanon,LBN,2020-05-31,29,1
Lebanon,LBN,2020-06-01,13,0
Lebanon,LBN,2020-06-02,9,0
Lebanon,LBN,2020-06-03,14,0
Lebanon,LBN,2020-06-04,50,1
Lebanon,LBN,2020-06-05,6,0
Lebanon,LBN,2020-06-06,8,1
Lebanon,LBN,2020-06-07,11,1
Lebanon,LBN,2020-06-08,19,0
Lebanon,LBN,2020-06-09,18,0
Lebanon,LBN,2020-06-10,20,0
Lebanon,LBN,2020-06-11,14,1
Lebanon,LBN,2020-06-12,20,0
Lebanon,LBN,2020-06-13,20,1
Lebanon,LBN,2020-06-14,4,0
Lebanon,LBN,2020-06-15,18,0
Lebanon,LBN,2020-06-16,9,0
Lebanon,LBN,2020-06-17,16,0
Lebanon,LBN,2020-06-18,6,0
Lebanon,LBN,2020-06-19,15,0
Lebanon,LBN,2020-06-20,26,0
Lebanon,LBN,2020-06-21,51,0
Lebanon,LBN,2020-06-22,16,0
Lebanon,LBN,2020-06-23,19,0
Lebanon,LBN,2020-06-24,22,1
Lebanon,LBN,2020-06-25,18,0
Lebanon,LBN,2020-06-26,35,0
Lebanon,LBN,2020-06-27,22,0
Lebanon,LBN,2020-06-28,21,1
Lebanon,LBN,2020-06-29,5,0
Lebanon,LBN,2020-06-30,33,0
Lebanon,LBN,2020-07-01,10,0
Lebanon,LBN,2020-07-02,8,1
Lebanon,LBN,2020-07-03,34,0
Lebanon,LBN,2020-07-04,25,0
Lebanon,LBN,2020-07-05,18,1
Lebanon,LBN,2020-07-06,12,0
Lebanon,LBN,2020-07-07,22,0
Lebanon,LBN,2020-07-08,39,0
Lebanon,LBN,2020-07-09,65,0
Lebanon,LBN,2020-07-10,71,0
Lebanon,LBN,2020-07-11,86,0
Lebanon,LBN,2020-07-12,166,0
Lebanon,LBN,2020-07-13,85,0
Lebanon,LBN,2020-07-14,32,1
Lebanon,LBN,2020-07-15,91,1
Lebanon,LBN,2020-07-16,57,2
Lebanon,LBN,2020-07-17,101,0
Lebanon,LBN,2020-07-18,75,0
Lebanon,LBN,2020-07-19,84,0
Lebanon,LBN,2020-07-20,46,1
Lebanon,LBN,2020-07-21,75,0
Lebanon,LBN,2020-07-22,124,2
Lebanon,LBN,2020-07-23,156,0
Lebanon,LBN,2020-07-24,147,3
Lebanon,LBN,2020-07-25,175,1
